TARGET_B,TARGET_D,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT,PER_CAPITA_INCOME
0,,00053609,29,39,0,C,3,32,H,F,4,0,P,0,,353,154,34,0,18,12,30,0,0,A,1,0.118,15,0.286,15,2,2,22,10,25,30,2,15,10,20,10,20,4,10,22,33,15,2,6250
1,18.25,00053611,41,43,0,S,3,21,H,F,2,0,P,0,,468,245,89,3,26,34,0,1,0,A,1,0.238,8.8,0.273,7.67,5,3,30,17,38,80,10,8,10,15,5,15,6,13,18,41,8,4,11358
0,,00053625,77,77,0,S,3,21,H,U,2,1,M,0,5,961,522,95,2,44,31,46,0,0,A,1,0.105,15,0,0,2,0,18,17,49,65,5,13,5,15,10,15,4,12,18,69,13,1,21590
0,,00053631,89,85,0,S,2,16,U,M,2,1,M,23,6,513,276,66,0,42,39,34,1,1,S,3,0.25,5.5,0.25,6,4,2,18,22,59,98,19,5.16,4,7,3,5,5,11,18,88,5.16,10,11615
0,,00053633,113,68,0,S,3,21,H,M,4,1,B,7,6,495,291,80,3,26,46,26,1,1,S,3,0.158,11,0.111,11,3,1,15,29,74,163,16,10.19,8,13,5,11,6,14,15,113,10.19,12,9935
0,,00053638,137,49,0,S,2,16,H,F,6,0,P,0,7,574,339,88,0,35,40,40,1,1,S,3,0.286,10.33,0.273,10,6,3,20,33,79,247,33,7.48,13,16,3,10,6,13,17,128,7.48,17,13308
0,,00053651,41,38,0,S,1,12,H,M,5,1,B,5,,901,365,78,0,44,25,31,1,0,A,2,0.158,13.33,0.375,13.33,3,3,18,13,34,45,4,11.25,20,25,5,25,6,14,18,40,11.25,4,18681
0,,00053669,101,71,0,S,1,12,H,M,2,1,B,11,8,901,365,78,0,44,25,31,1,4,A,1,0.105,13.5,0,0,2,0,24,23,58,94,14,6.71,11,14,3,14,5,10,24,91,6.71,6,18681
0,,00053701,29,55,0,S,2,18,H,F,5,0,B,3,,591,318,66,0,23,59,8,0,0,N,2,0.182,13,0.4,13,2,2,16,9,21,26,2,13,6,16,10,16,6,13,16,24,13,2,10801
0,,00053704,29,37,0,S,2,18,H,F,5,0,P,0,,730,426,94,2,33,63,15,0,0,A,3,0.235,8.75,0.25,7,4,2,18,12,28,35,4,8.75,6,11,5,10,6,12,18,33,8.75,2,16241
0,,00053715,77,58,0,S,1,12,H,F,6,1,B,7,9,775,457,92,0,33,35,32,1,1,S,2,0.273,12.5,0.364,7.5,6,4,18,24,59,152,22,6.91,22,25,3,25,6,13,18,76,6.91,12,15456
0,,00053744,17,63,0,S,1,14,H,M,7,1,B,30,,1346,632,93,0,33,37,18,0,0,N,2,0.286,12.5,0.667,12.5,2,2,16,7,17,25,2,12.5,5,15,10,10,5,12,16,21,12.5,2,22685
1,30,00053753,101,44,0,S,1,11,H,F,6,1,B,1,9,1239,534,81,0,37,26,27,1,13,A,1,0.091,20,0,0,2,0,19,28,70,206,13,15.85,47,50,3,20,6,13,19,99,15.85,7,23901
1,15,00053763,29,55,0,T,1,35,H,M,7,0,P,0,,1752,849,98,0,27,70,16,0,0,A,1,0.143,14,0.333,14,2,2,16,9,22,28,2,14,2,15,13,15,4,11,16,31,14,2,35260
0,,00053764,41,54,0,S,1,14,H,F,6,0,M,17,,1754,821,98,0,29,52,10,1,0,A,4,0.368,15.71,0.5,15,7,5,18,15,37,120,8,15,10,20,10,20,5,14,18,41,15,6,29345
0,,00053770,125,,0,T,1,35,U,M,,1,N,0,9,2106,853,99,0,25,81,7,1,0,A,3,0.211,13,0.333,13.33,4,3,15,30,72,189,11,17.18,22,27,5,10,6,13,15,124,17.18,8,35602
0,,00053773,17,,0,S,1,12,U,M,,0,N,0,,1008,330,30,0,23,38,8,0,0,N,3,0.25,10,0.25,10,2,1,20,8,18,30,3,10,0,10,10,10,6,13,19,21,10,1,24004
0,,00053775,29,63,0,S,1,12,H,F,6,0,P,0,,966,517,97,0,29,39,12,0,0,N,2,0.091,50,0.2,50,1,1,23,9,22,75,2,37.5,25,50,25,25,6,13,18,23,37.5,1,18463
1,5,00053793,137,48,0,S,1,12,H,F,5,1,B,6,9,966,517,97,0,29,39,12,1,3,A,1,0.091,16,0.091,17,2,1,20,33,78,108,14,7.71,15,17,2,17,6,13,20,106,7.71,9,18463
1,8,00053853,41,,0,T,3,41,U,F,,0,N,0,,186,77,42,0,27,27,60,0,0,A,3,0.286,7,0.3,7.67,6,3,22,15,34,50,8,6.25,7,10,3,10,6,12,22,41,6.25,4,4365
0,,00053856,65,55,0,T,3,41,U,F,2,0,P,0,3,427,129,50,0,32,23,44,0,0,A,1,0.1,16,0,0,2,0,16,17,44,62,6,10.33,15,20,5,20,6,13,16,57,10.33,2,10435
0,,00053859,65,80,0,T,2,36,U,F,5,0,P,0,3,430,187,73,0,33,23,45,0,0,A,1,0.083,15,0,0,1,0,20,14,42,60,4,15,0,15,15,15,4,12,20,65,15,2,10949
0,,00053863,41,,0,R,2,45,U,F,1,0,P,0,,379,185,83,1,31,18,41,1,2,F,4,0.316,4.67,0.556,4.6,6,5,15,17,44,44,10,4.4,2,5,3,5,6,17,15,44,4.4,7,9412
0,,00053870,29,47,0,R,3,53,H,F,7,0,P,0,,410,186,86,0,39,28,49,1,0,N,3,0.286,11.75,0.286,12.5,4,2,15,11,27,47,4,11.75,3,13,10,13,6,16,15,27,11.75,2,9415
0,,00053889,17,,0,T,3,41,U,M,,0,N,0,,311,188,66,2,27,34,50,0,0,F,2,0.333,15,0,0,2,0,15,6,17,30,2,15,0,15,15,15,5,12,15,20,15,0,8602
0,,00053890,17,49,0,C,2,28,H,F,7,0,P,0,,531,273,83,0,52,6,76,0,0,F,1,0.143,25,0.333,25,1,1,21,7,17,25,1,25,0,25,25,25,5,11,21,21,25,1,15384
0,,00053891,17,60,0,T,3,41,H,U,4,1,B,1,,382,208,64,2,34,38,32,0,0,N,1,0.143,15,0.333,15,1,1,21,5,14,15,1,15,0,15,15,15,3,8,21,21,15,1,9691
0,,00053892,17,66,0,T,3,41,H,M,2,1,B,1,,291,170,61,0,13,23,34,0,0,F,1,0.2,25,0,0,1,0,19,5,12,25,1,25,0,25,25,25,4,10,19,19,25,0,7148
1,25,00053893,17,65,0,T,2,40,H,M,5,1,B,9,,593,367,88,4,32,22,51,0,0,F,1,0,0,0,0,0,0,,4,12,25,1,25,0,25,25,25,4,10,19,19,25,0,14435
0,,00053898,29,,0,C,3,31,U,F,,1,N,0,,348,166,85,0,37,18,49,0,0,A,1,0.143,15,0,0,2,0,19,9,25,30,2,15,10,20,10,20,4,11,19,32,15,0,18329
0,,00053924,41,37,0,T,2,40,H,F,7,1,P,0,,1125,406,92,2,33,7,45,1,1,S,4,0.5,7,0.7,6.86,10,7,17,15,35,80,12,6.67,5,10,5,10,6,14,17,41,6.67,8,17159
0,,00053954,113,84,0,R,3,53,U,F,2,0,P,0,2,364,195,77,0,28,27,35,1,4,A,1,0.19,7.75,0.2,8.5,4,2,17,26,65,150,20,7.5,7,10,3,10,5,12,17,105,7.5,10,10193
0,,00053960,29,,0,R,3,53,U,F,,1,N,0,,713,351,89,0,28,24,33,0,0,A,1,0.167,13,0.167,16,2,1,21,9,22,26,2,13,6,16,10,16,4,10,21,28,13,1,12600
0,,00053963,41,35,0,R,2,48,H,M,5,1,B,0,,397,239,77,0,24,25,47,0,0,A,2,0.176,14,0,0,3,0,15,13,36,57,5,11.4,15,20,5,15,6,14,15,45,11.4,1,11868
0,,00053965,17,46,0,R,2,45,H,F,7,0,B,4,,407,178,70,0,34,19,49,0,0,F,1,0.2,15,0.5,15,1,1,17,5,13,15,1,15,0,15,15,15,4,10,17,17,15,1,10083
0,,00053976,113,54,0,R,2,45,H,F,7,0,P,0,2,407,178,70,0,33,24,43,1,1,S,2,0.118,15,0.25,15,2,2,21,27,65,131,16,8.19,14,17,3,15,6,13,21,112,8.19,10,10083
0,,00053995,17,31,0,R,3,51,H,F,7,1,P,0,,388,222,83,0,19,44,36,0,0,F,1,0,0,0,0,0,0,,4,12,20,1,20,0,20,20,20,4,10,19,19,20,0,8764
1,15,00054003,125,62,0,T,2,36,H,U,6,1,B,6,4,486,247,61,0,39,26,40,1,8,A,2,0.182,16,0.091,15,4,1,15,34,75,205,15,13.67,7,17,10,17,6,13,15,119,13.67,9,15388
0,,00054025,77,60,0,R,2,43,U,M,5,1,B,0,5,514,208,85,0,27,13,49,0,0,A,1,0.067,20,0,0,1,0,24,16,46,47,4,11.75,15,20,5,20,4,9,24,76,11.75,2,9275
0,,00054026,89,60,0,R,2,45,H,M,6,1,B,2,5,378,199,76,0,33,33,42,0,0,A,1,0.111,22.5,0.111,20,2,1,19,23,58,190,7,27.14,20,40,20,25,6,13,19,78,27.14,3,11209
0,,00054035,113,49,0,T,2,36,H,M,6,1,B,4,,459,222,66,0,33,22,39,0,0,A,1,0.105,21,0,0,2,0,18,27,67,125,12,10.42,17,22,5,20,6,13,18,104,10.42,4,11261
0,,00054041,41,,0,R,2,43,U,F,3,0,P,0,5,474,216,84,0,34,28,39,0,0,A,1,0.056,15,0.125,15,1,1,23,13,32,35,3,11.67,10,15,5,15,4,10,23,44,11.67,1,10056
0,,00054071,137,,0,R,3,53,U,F,3,1,B,0,,339,110,56,0,21,41,48,1,1,S,2,0.158,14.67,0,0,3,0,15,29,71,102,16,6.38,22,25,3,10,6,13,15,127,6.38,11,7960
0,,00054076,29,59,0,R,2,43,H,F,5,1,B,20,,377,219,76,2,28,39,26,0,0,A,1,0.133,15,0,0,2,0,26,9,25,30,2,15,10,20,10,20,4,10,26,32,15,0,11527
0,,00054085,137,,0,R,2,45,U,M,7,1,B,3,1,444,193,68,0,25,41,26,1,4,A,1,0.19,18,0.273,15.67,4,3,20,29,73,152,16,9.5,22,25,3,25,6,13,20,130,9.5,13,11503
0,,00054101,29,69,0,T,2,40,H,F,5,1,B,1,,746,260,58,0,35,53,18,0,0,A,1,0.154,10,0,0,2,0,18,9,22,20,2,10,10,15,5,15,5,11,18,28,10,0,11660
0,,00054121,77,,0,T,2,40,U,F,,1,N,0,,726,320,49,0,47,31,18,1,1,S,1,0.111,16,0.125,15,2,1,19,20,49,52,6,8.67,14,17,3,17,6,13,19,77,8.67,4,17586
1,5,00054123,89,,0,T,2,40,H,F,5,0,P,0,3,452,193,66,0,29,31,31,1,1,S,4,0.389,5.57,0.5,5.6,7,5,19,23,63,100,20,5,4,6,2,5,6,13,19,87,5,9,9283
0,,00054125,101,43,0,R,2,44,U,F,4,1,B,1,7,826,346,83,1,28,48,22,0,0,A,1,0.136,20,0.182,20,3,2,24,26,66,134,8,16.75,15,25,10,25,6,12,24,93,16.75,4,13922
0,,00054127,113,42,0,T,1,35,H,M,4,1,M,2,,1076,498,92,0,30,17,41,1,0,A,1,0.056,15,0,0,1,0,17,26,59,78,10,7.8,10,15,5,15,5,12,17,113,7.8,5,23620
0,,00054128,113,81,0,T,1,35,U,M,7,1,B,8,9,1076,498,92,0,30,17,41,1,1,S,2,0.111,15,0.125,15,2,1,18,25,68,124,11,11.27,10,15,5,15,6,15,18,112,11.27,9,23620
0,,00054130,137,,0,T,2,38,U,M,,1,N,0,6,755,280,46,0,32,34,31,0,0,A,1,0.091,32.5,0.091,35,2,1,19,30,73,176,9,19.56,25,35,10,30,6,14,19,117,19.56,4,12861
0,,00054132,137,,0,T,3,41,H,U,4,0,B,6,2,258,168,60,0,16,31,16,1,14,A,1,0.056,10,0,0,1,0,19,28,65,127,13,9.77,10,15,5,10,5,12,19,127,9.77,6,7367
1,10,00054134,137,81,0,T,3,41,U,M,7,1,B,0,,452,193,66,0,36,45,25,1,3,A,1,0.182,7.5,0.4,7.5,2,2,21,25,71,141,25,5.64,5,10,5,10,4,12,21,129,5.64,15,9283
1,21,00054142,41,51,0,R,2,43,H,F,5,0,P,0,,476,210,82,1,22,25,32,0,0,A,2,0.136,16.67,0.091,20,3,1,20,16,38,65,5,13,15,20,5,20,6,13,20,41,13,2,10171
1,10,00054160,17,69,0,R,3,51,H,F,5,1,B,1,,475,226,88,0,33,27,30,0,0,F,1,0.2,15,0,0,1,0,16,5,13,15,1,15,0,15,15,15,4,11,16,16,15,0,8709
0,,00054172,17,,0,T,2,39,U,F,5,1,B,5,,634,281,86,0,35,27,35,0,0,F,1,0.167,20,0,0,1,0,20,5,15,20,1,20,0,20,20,20,4,10,20,20,20,0,11632
0,,00054180,77,,0,R,3,51,H,F,5,1,B,5,6,390,230,82,1,21,25,23,0,0,A,1,0.059,17,0,0,1,0,18,18,47,53,5,10.6,12,17,5,17,5,11,18,75,10.6,2,9293
0,,00054195,89,61,0,T,2,38,U,M,1,0,P,0,1,455,191,69,0,44,21,53,0,0,A,2,0.05,25,0.111,25,1,1,24,23,58,148,6,24.67,27,40,13,40,6,13,17,86,24.67,4,9192
0,,00054214,17,87,0,R,2,48,H,F,3,1,B,10,,466,237,65,0,41,16,55,0,0,F,1,0.2,15,0.5,15,1,1,16,5,13,15,1,15,0,15,15,15,4,11,16,16,15,1,17903
0,,00054227,77,,0,R,3,51,U,M,3,1,P,0,2,304,197,79,1,27,34,30,0,0,A,1,0.118,22.5,0.125,20,2,1,25,18,46,61,4,15.25,20,25,5,25,6,12,25,66,15.25,3,8603
0,,00054243,41,50,0,T,1,34,U,M,5,1,M,5,,535,301,72,0,26,23,37,0,0,A,2,0.167,11,0.143,11,3,1,15,12,31,38,4,9.5,10,15,5,15,5,11,15,39,9.5,1,13824
0,,00054248,137,73,0,T,2,36,H,F,3,0,B,6,,585,202,56,0,29,20,53,1,1,S,4,0.368,5,0.556,5,7,5,17,40,90,68.5,27,2.54,4,5,1,5,7,17,17,127,2.54,21,10904
1,15,00054259,29,65,0,?,?,.,H,M,5,1,P,0,,553,219,65,0,0,0,0,1,0,N,3,0.273,10,0.4,10,3,2,16,9,23,30,3,10,0,10,10,10,6,14,16,24,10,2,11263
0,,00054268,77,,0,?,?,.,U,M,,1,N,0,,364,172,69,0,0,0,0,1,0,A,1,0.063,15,0,0,1,0,18,18,43,46,5,9.2,12,15,3,15,5,11,18,69,9.2,3,8865
0,,00054271,89,53,0,?,?,.,H,M,3,1,B,0,5,553,219,65,0,0,0,0,0,0,A,2,0.167,14,0,0,2,0,18,12,37,60,6,10,10,15,5,15,3,7,18,88,10,1,11263
0,,00054276,137,68,0,?,?,.,U,M,4,1,B,0,,608,290,94,0,0,0,0,0,0,A,2,0.111,9.5,0.111,10,2,1,18,27,59,78,11,7.09,7,10,3,9,6,12,18,128,7.09,6,12311
0,,00054292,113,40,0,R,3,51,U,F,1,0,P,0,1,313,148,86,1,25,32,38,1,0,A,1,0.111,19,0.125,20,2,1,20,27,62,91,8,11.38,15,20,5,20,6,13,20,111,11.38,5,7175
0,,00054301,29,,0,R,2,45,U,M,2,1,P,0,,401,213,88,0,35,27,38,0,0,A,1,0.133,15,0.333,15,2,2,19,9,25,30,2,15,10,20,10,20,4,12,19,33,15,2,8435
0,,00054308,41,50,0,R,2,45,H,F,6,0,P,0,3,376,164,61,0,35,27,38,1,0,A,4,0.421,8.25,0.5,8.2,8,5,21,16,35,78,10,7.8,7,10,3,10,6,12,21,44,7.8,7,6290
0,,00054347,17,,0,R,3,51,U,F,,0,N,0,,378,175,71,0,30,27,38,0,0,F,1,0.2,50,0,0,1,0,16,6,14,50,1,50,0,50,50,50,5,12,16,16,50,0,8880
1,6,00054369,17,,0,R,2,47,U,M,,0,N,0,,467,206,71,0,27,28,44,0,0,N,3,0.429,6.67,0.5,7.5,3,2,17,8,17,20,3,6.67,5,10,5,10,6,12,17,21,6.67,2,9725
0,,00054373,77,82,0,R,2,47,H,F,7,0,P,0,5,434,194,78,0,27,28,44,0,0,A,2,0.111,15,0.125,16,2,1,21,20,54,75,6,12.5,6,16,10,16,6,13,21,77,12.5,4,8472
0,,00054392,29,53,0,T,1,34,H,M,4,1,B,10,,558,238,71,0,24,30,18,1,0,A,3,0.333,7.75,0.6,7.67,4,3,15,9,21,31,4,7.75,6,11,5,8,5,11,15,29,7.75,3,9919
1,23,00054393,29,67,0,R,1,42,H,F,7,1,B,24,,918,364,61,0,14,11,56,0,0,A,1,0.176,13,0.125,12,3,1,18,12,26,39,3,13,7,17,10,17,5,11,18,32,13,1,18685
0,,00054395,77,66,0,T,2,36,U,F,,0,N,0,3,384,152,56,0,22,26,35,0,0,A,2,0.15,25,0.3,25,3,3,16,22,60,145,7,20.71,10,25,15,25,6,15,16,76,20.71,4,7713
0,,00054417,17,55,0,R,2,47,U,M,3,0,P,0,,386,196,84,1,18,21,53,0,0,F,1,0.143,25,0,0,1,0,20,7,16,25,1,25,0,25,25,25,5,11,20,20,25,0,7220
0,,00054428,29,69,0,R,2,49,U,F,2,0,P,0,,811,326,85,0,39,30,15,1,0,A,4,0.308,4.75,0.5,5.33,4,3,15,10,24,29,6,4.83,3,6,3,6,6,13,15,28,4.83,3,11831
0,,00054433,89,57,0,R,2,46,H,M,5,1,B,3,7,675,352,91,0,38,18,42,0,0,A,1,0.059,15,0,0,1,0,25,19,47,59,5,11.8,10,15,5,15,4,9,25,91,11.8,3,12954
0,,00054438,89,27,0,R,2,46,U,M,4,0,P,0,8,616,276,78,1,30,21,35,1,13,A,1,0.095,16,0.2,16,2,2,20,23,60,73,7,10.43,15,17,2,17,6,13,20,81,10.43,5,11835
1,30,00054441,89,56,0,R,3,50,H,F,4,1,B,0,4,463,181,84,0,20,25,27,1,15,A,1,0.053,25,0,0,1,0,17,23,60,102,8,12.75,20,25,5,25,6,13,17,85,12.75,5,8369
0,,00054442,89,53,0,R,2,49,H,F,2,1,B,5,8,811,326,85,0,39,30,15,1,1,S,3,0.19,21.25,0.1,25,4,1,16,24,62,139,10,13.9,20,25,5,25,6,15,16,85,13.9,5,11831
0,,00054502,17,45,0,C,2,27,H,F,4,0,P,0,,549,164,51,0,17,24,35,0,0,F,1,0.2,15,0.5,15,1,1,17,5,13,15,1,15,0,15,15,15,4,10,17,17,15,1,8662
0,,00054511,77,77,0,R,2,47,H,F,4,1,B,6,5,467,218,67,0,20,45,21,0,0,A,1,0.048,23,0,0,1,0,29,20,55,110,6,18.33,15,25,10,25,6,15,18,69,18.33,3,9543
0,,00054517,137,49,0,C,1,22,U,F,3,1,P,0,7,586,181,45,0,22,21,39,1,18,A,1,0.056,20,0.111,20,1,1,27,25,62,185,14,13.21,15,20,5,20,4,8,27,129,13.21,7,11802
1,10,00054530,113,,0,R,3,51,U,M,3,0,P,0,5,448,195,77,0,26,17,37,1,1,S,4,0.333,12.67,0.625,12.4,6,5,18,24,65,119,12,9.92,11,14,3,14,6,14,18,105,9.92,9,8183
0,,00054536,41,37,0,R,3,50,U,F,3,0,P,0,,358,153,70,0,20,20,46,1,1,S,3,0.35,10.43,0.4,10.25,7,4,19,15,35,88,9,9.78,7,12,5,10,6,12,19,42,9.78,5,6959
0,,00054549,29,51,0,S,1,12,H,M,5,1,B,3,,811,506,93,0,23,68,19,1,0,A,3,0.231,6,0.5,6,3,3,20,10,26,23,4,5.75,7,10,3,10,6,12,20,28,5.75,3,15365
0,,00054552,29,71,0,S,2,16,H,M,3,0,P,0,,547,376,89,0,33,35,18,0,0,A,2,0.167,25,0.25,25,3,2,24,12,29,75,3,25,0,25,25,25,6,12,24,33,25,2,13239
0,,00054553,41,43,0,T,1,34,H,M,6,0,B,2,9,1139,437,73,1,24,38,26,0,0,A,2,0.1,20,0.2,20,2,2,24,16,42,95,6,15.83,15,20,5,20,6,11,24,44,15.83,3,22640
0,,00054554,41,62,0,S,3,21,H,F,4,0,P,0,8,493,323,87,0,37,19,34,0,0,A,2,0.045,25,0.091,25,1,1,22,17,40,115,5,23,5,25,20,25,6,13,18,44,23,2,13147
0,,00054563,125,67,0,T,1,35,H,M,7,1,B,11,9,1181,453,93,0,29,70,16,1,3,A,1,0.095,18,0.1,17,2,1,18,30,66,94,11,8.55,17,19,2,19,6,15,18,125,8.55,7,15339
0,,00054564,137,65,0,S,1,12,H,F,4,1,B,1,9,849,453,91,0,38,32,12,1,1,S,3,0.25,5.8,0.1,7,5,1,17,31,72,87,21,4.14,4,7,3,7,5,12,17,120,4.14,7,15208
0,,00054579,17,,0,R,3,51,U,M,1,1,B,2,,249,133,86,0,25,25,53,0,0,F,1,0.143,20,0.333,20,1,1,20,6,18,20,1,20,0,20,20,20,4,13,20,20,20,1,7324
0,,00054586,29,41,0,C,1,24,U,F,4,0,P,0,,455,288,74,0,32,9,70,0,0,A,2,0.25,10.67,0,0,3,0,15,8,22,32,3,10.67,15,20,5,20,5,11,15,31,10.67,0,12547
1,15,00054600,77,17,0,C,2,27,H,F,2,1,B,1,,653,263,39,6,40,16,56,0,0,A,1,0.111,12,0.143,15,2,1,18,17,42,41.5,5,8.3,12,15,3,15,5,11,18,68,8.3,3,18856
1,7,00054614,41,71,0,T,2,36,H,F,4,1,B,6,,491,243,76,0,22,49,40,1,0,A,3,0.263,6.4,0.375,6.67,5,3,16,12,29,32,5,6.4,5,10,5,5,6,13,16,35,6.4,3,11403
0,,00054616,77,38,0,T,3,41,H,F,1,0,P,0,1,367,125,61,0,17,26,44,1,0,A,1,0.053,20,0,0,1,0,26,20,52,85,7,12.14,15,20,5,20,5,10,26,75,12.14,3,5228
0,,00054638,41,33,0,R,3,50,H,F,4,0,P,0,,286,116,54,0,11,11,46,0,0,A,2,0.143,12.5,0,0,2,0,15,9,27,30,3,10,10,15,5,15,4,10,15,44,10,1,4813
0,,00054648,53,76,0,R,3,50,H,M,3,0,P,0,5,545,197,63,0,17,19,44,1,0,A,3,0.25,11.2,0.364,11.25,5,4,19,19,49,116.5,12,9.71,10,15,5,11,6,15,19,53,9.71,7,12538
0,,00054656,29,,0,T,2,40,U,F,4,0,P,0,,599,269,64,0,27,28,32,0,0,A,1,0.167,15,0.333,15,2,2,21,9,22,30,2,15,0,15,15,15,4,10,21,29,15,2,13116
0,,00054658,41,37,0,T,1,34,H,F,6,1,B,1,,938,394,52,0,31,54,7,0,0,A,1,0.105,15,0.125,10,2,1,27,11,26,30,2,15,10,20,10,20,4,9,27,36,15,1,18502
0,,00054671,77,78,0,T,2,40,U,M,,0,N,0,9,599,269,64,0,27,28,32,1,1,S,4,0.333,5,0.5,5,4,2,16,10,27,34,8,4.25,2,5,3,5,3,7,16,66,4.25,4,13116
0,,00054673,113,46,0,T,2,40,H,M,7,1,B,10,9,731,302,69,0,29,30,35,1,4,A,1,0.105,17,0.2,17,2,2,21,28,60,96,8,12,13,18,5,18,6,13,21,105,12,7,11349
1,5,00054674,113,75,0,T,2,40,U,M,2,0,P,0,,440,270,80,0,27,28,32,1,0,A,3,0.25,5.4,0.455,5.4,5,5,16,29,63,80,17,4.71,5,7,2,5,6,12,16,105,4.71,12,11109
0,,00054692,101,,0,R,2,43,U,F,,0,N,0,6,594,238,66,0,26,28,30,1,3,A,1,0.105,7.5,0.111,10,2,1,28,26,61,82,21,3.9,8,10,2,10,5,12,18,90,3.9,12,11810
0,,00054696,29,68,0,T,1,34,H,F,2,1,B,1,,545,335,79,0,26,29,28,1,1,S,4,0.375,7.83,0.375,8.33,6,3,19,12,28,47,6,7.83,6,11,5,10,6,13,19,32,7.83,3,17618
1,20,00054708,17,37,0,T,2,36,H,F,5,1,P,0,,382,204,74,0,24,27,39,0,0,F,2,0.2,53,0.5,53,1,1,16,6,18,59,2,29.5,47,53,6,6,5,16,15,16,29.5,1,8519
0,,00054727,101,,0,R,3,51,U,M,,0,N,0,4,309,188,83,0,21,33,43,0,0,A,1,0.077,25,0,0,1,0,18,22,59,155,7,22.14,15,25,10,25,6,13,18,93,22.14,3,8104
0,,00054732,29,41,0,R,2,47,H,M,5,0,P,0,,392,193,78,0,22,25,43,0,0,A,1,0.167,14.33,0.222,11.5,3,2,16,13,28,43,3,14.33,17,20,3,20,6,13,16,32,14.33,2,9742
0,,00054733,77,53,0,R,2,47,H,F,3,0,P,0,4,402,178,71,0,22,25,43,0,0,A,1,0.05,20,0.111,20,1,1,21,19,51,66,6,11,17,20,3,20,6,13,21,76,11,5,9535
0,,00054742,137,72,0,R,2,45,U,F,5,0,P,0,3,433,139,64,0,26,11,44,1,4,A,1,0.105,12.5,0.125,15,2,1,23,29,67,95,11,8.64,10,15,5,15,5,11,23,129,8.64,8,8422
1,16,00054762,101,83,0,R,2,47,U,M,5,1,B,1,6,429,201,79,0,25,38,29,1,1,S,2,0.176,11.67,0.286,12.5,3,2,15,23,63,88,12,7.33,12,15,3,15,5,12,15,90,7.33,7,9672
0,,00054765,17,31,0,R,3,51,H,M,5,0,P,0,,340,181,87,0,23,29,43,0,0,N,3,0.333,7.5,0,0,2,0,16,6,17,18,3,6,7,10,3,10,5,12,16,19,6,0,8023
0,,00054772,17,53,0,R,3,51,H,M,2,0,P,0,,432,209,77,0,26,24,33,0,0,F,1,0.2,20,0.5,20,1,1,16,6,13,20,1,20,0,20,20,20,5,11,16,16,20,1,9666
0,,00054775,89,55,0,R,3,51,U,F,2,1,P,0,6,432,209,77,0,26,24,33,0,0,A,2,0.143,12.33,0.3,12.33,3,3,22,24,58,111,11,10.09,12,15,3,15,6,14,18,81,10.09,6,9666
0,,00054781,89,,0,R,2,43,U,M,3,0,P,0,5,355,221,83,1,25,29,43,1,0,A,1,0.111,14,0,0,2,0,18,19,50,62,6,10.33,10,15,5,15,4,10,18,81,10.33,4,9240
0,,00054794,29,54,0,R,2,43,H,M,6,0,B,0,,436,206,80,1,29,29,30,1,1,S,4,0.438,8.86,0.625,10,7,5,16,12,30,62,7,8.86,10,15,5,10,6,14,16,33,8.86,5,9103
0,,00054795,41,37,0,T,3,41,H,F,4,1,B,1,,403,274,83,0,42,19,41,1,1,S,4,0.389,5.86,0.6,5.83,7,6,20,15,32,55,10,5.5,4,7,3,6,6,11,20,41,5.5,7,12993
0,,00054796,41,55,0,T,3,41,H,F,7,0,B,0,,386,121,44,0,24,24,51,1,1,S,3,0.19,8.25,0.1,10,4,1,19,16,38,59,9,6.56,7,10,3,10,6,12,19,45,6.56,3,5968
0,,00054809,137,,0,R,3,51,U,F,,0,N,0,1,347,197,85,1,22,22,47,1,5,A,1,0.375,5.67,0.4,6.5,3,2,17,18,42,66.5,18,3.69,9,10,1,10,2,5,17,130,3.69,14,8147
0,,00054824,65,52,0,R,3,50,U,F,,0,N,0,6,379,159,77,0,27,19,42,1,1,S,4,0.55,4.91,0.727,5,11,8,16,21,50,105,23,4.57,5,8,3,5,6,14,16,65,4.57,11,8663
